season_id,episode,challenge,format,role,winner
s14_the_inferno_3,9,Leaps and Bounds,team,prize,Tonya Cooley
s14_the_inferno_3,9,Leaps and Bounds,team,prize,Aneesa Ferreira
s14_the_inferno_3,9,Leaps and Bounds,team,prize,CT Tamburello
s14_the_inferno_3,10,Dog Day Afternoon,team,prize,Derrick Kosinski
s14_the_inferno_3,10,Dog Day Afternoon,team,prize,Evelyn Smith
s14_the_inferno_3,10,Dog Day Afternoon,team,prize,Janelle Casanave
s14_the_inferno_3,10,Dog Day Afternoon,team,prize,Tonya Cooley
s14_the_inferno_3,10,Dog Day Afternoon,team,prize,Aneesa Ferreira
s14_the_inferno_3,10,Dog Day Afternoon,team,prize,CT Tamburello
s14_the_inferno_3,11,Hand Car,team,prize,Ace Amerson
s14_the_inferno_3,11,Hand Car,team,prize,Alton Williams
s14_the_inferno_3,11,Hand Car,team,prize,Cara Zavaleta
s14_the_inferno_3,11,Hand Car,team,prize,Johnny Bananas
s14_the_inferno_3,11,Hand Car,team,prize,Paula Meronek
s14_the_inferno_3,11,Hand Car,team,prize,Susie Meister
s14_the_inferno_3,11,Hand Car,team,prize,Davis Mallory
s14_the_inferno_3,12,Giraffic Park,team,prize,Ace Amerson
s14_the_inferno_3,12,Giraffic Park,team,prize,Alton Williams
s14_the_inferno_3,12,Giraffic Park,team,prize,Cara Zavaleta
s14_the_inferno_3,12,Giraffic Park,team,prize,Johnny Bananas
s14_the_inferno_3,12,Giraffic Park,team,prize,Paula Meronek
s14_the_inferno_3,12,Giraffic Park,team,prize,Susie Meister
s14_the_inferno_3,12,Giraffic Park,team,prize,Davis Mallory
s14_the_inferno_3,13,Captain's Chair,team,prize,Evelyn Smith
s14_the_inferno_3,13,Captain's Chair,team,prize,Janelle Casanave
s14_the_inferno_3,13,Captain's Chair,team,prize,Tonya Cooley
s14_the_inferno_3,13,Captain's Chair,team,prize,Aneesa Ferreira
s14_the_inferno_3,13,Captain's Chair,team,prize,CT Tamburello
s14_the_inferno_3,14,Hook Me,team,prize,Evelyn Smith
s14_the_inferno_3,14,Hook Me,team,prize,Janelle Casanave
s14_the_inferno_3,14,Hook Me,team,prize,Tonya Cooley
s14_the_inferno_3,14,Hook Me,team,prize,CT Tamburello
s14_the_inferno_3,15,Nothin' but Net,team,prize,Evelyn Smith
s14_the_inferno_3,15,Nothin' but Net,team,prize,Janelle Casanave
s14_the_inferno_3,15,Nothin' but Net,team,prize,Tonya Cooley
s14_the_inferno_3,15,Nothin' but Net,team,prize,CT Tamburello
s15_the_gauntlet_iii,1,,individual,prize,Ryan Kehoe
s15_the_gauntlet_iii,1,,individual,safety,Nehemiah Clark
s15_the_gauntlet_iii,2,Screw You,team,prize,Adam King
s15_the_gauntlet_iii,2,Screw You,team,prize,Brad Fiorenza
s15_the_gauntlet_iii,2,Screw You,team,prize,CT Tamburello
s15_the_gauntlet_iii,2,Screw You,team,prize,Diem Brown
s15_the_gauntlet_iii,2,Screw You,team,prize,Big Easy Banks
s15_the_gauntlet_iii,2,Screw You,team,prize,Evan Starkman
s15_the_gauntlet_iii,2,Screw You,team,prize,Evelyn Smith
s15_the_gauntlet_iii,2,Screw You,team,prize,Kenny Santucci
s15_the_gauntlet_iii,2,Screw You,team,prize,Paula Meronek
s15_the_gauntlet_iii,2,Screw You,team,prize,Robin Hibbard
s15_the_gauntlet_iii,2,Screw You,team,prize,Danny Jamieson
s15_the_gauntlet_iii,2,Screw You,team,prize,Katie Cooley
s15_the_gauntlet_iii,2,Screw You,team,prize,Casey Cooper
s15_the_gauntlet_iii,2,Screw You,team,prize,Coral Smith
s15_the_gauntlet_iii,2,Screw You,team,prize,Beth Stolarczyk
s15_the_gauntlet_iii,2,Screw You,team,prize,Johnny Bananas
s15_the_gauntlet_iii,2,,individual,prize,Tyri Ballard-Brown
s15_the_gauntlet_iii,2,,individual,safety,Tyler Duckworth
s15_the_gauntlet_iii,3,Wring Out,team,prize,Adam King
s15_the_gauntlet_iii,3,Wring Out,team,prize,Brad Fiorenza
s15_the_gauntlet_iii,3,Wring Out,team,prize,CT Tamburello
s15_the_gauntlet_iii,3,Wring Out,team,prize,Diem Brown
s15_the_gauntlet_iii,3,Wring Out,team,prize,Big Easy Banks
s15_the_gauntlet_iii,3,Wring Out,team,prize,Evan Starkman
s15_the_gauntlet_iii,3,Wring Out,team,prize,Evelyn Smith
s15_the_gauntlet_iii,3,Wring Out,team,prize,Kenny Santucci
s15_the_gauntlet_iii,3,Wring Out,team,prize,Paula Meronek
s15_the_gauntlet_iii,3,Wring Out,team,prize,Robin Hibbard
s15_the_gauntlet_iii,3,Wring Out,team,prize,Danny Jamieson
s15_the_gauntlet_iii,3,Wring Out,team,prize,Katie Cooley
s15_the_gauntlet_iii,3,Wring Out,team,prize,Casey Cooper
s15_the_gauntlet_iii,3,Wring Out,team,prize,Coral Smith
s15_the_gauntlet_iii,3,Wring Out,team,prize,Beth Stolarczyk
s15_the_gauntlet_iii,3,Wring Out,team,prize,Johnny Bananas
s15_the_gauntlet_iii,3,,individual,prize,Adam King
s15_the_gauntlet_iii,3,,individual,safety,Evan Starkman
s15_the_gauntlet_iii,4,Push It,team,prize,Adam King
s15_the_gauntlet_iii,4,Push It,team,prize,Brad Fiorenza
s15_the_gauntlet_iii,4,Push It,team,prize,CT Tamburello
s15_the_gauntlet_iii,4,Push It,team,prize,Diem Brown
s15_the_gauntlet_iii,4,Push It,team,prize,Big Easy Banks
s15_the_gauntlet_iii,4,Push It,team,prize,Evan Starkman
s15_the_gauntlet_iii,4,Push It,team,prize,Evelyn Smith
s15_the_gauntlet_iii,4,Push It,team,prize,Kenny Santucci
s15_the_gauntlet_iii,4,Push It,team,prize,Paula Meronek
s15_the_gauntlet_iii,4,Push It,team,prize,Robin Hibbard
s15_the_gauntlet_iii,4,Push It,team,prize,Danny Jamieson
s15_the_gauntlet_iii,4,Push It,team,prize,Katie Cooley
s15_the_gauntlet_iii,4,Push It,team,prize,Casey Cooper
s15_the_gauntlet_iii,4,Push It,team,prize,Coral Smith
s15_the_gauntlet_iii,4,Push It,team,prize,Beth Stolarczyk
s15_the_gauntlet_iii,4,,individual,prize,Ryan Kehoe
s15_the_gauntlet_iii,4,,individual,safety,Frank Roessler
s15_the_gauntlet_iii,5,Assembly Required,team,prize,Frank Roessler
s15_the_gauntlet_iii,5,Assembly Required,team,prize,Jillian Zoboroski
s15_the_gauntlet_iii,5,Assembly Required,team,prize,Johanna Botta
s15_the_gauntlet_iii,5,Assembly Required,team,prize,Nehemiah Clark
s15_the_gauntlet_iii,5,Assembly Required,team,prize,Rachel Moyal
s15_the_gauntlet_iii,5,Assembly Required,team,prize,Tori Hall
s15_the_gauntlet_iii,5,Assembly Required,team,prize,Ryan Kehoe
s15_the_gauntlet_iii,5,Assembly Required,team,prize,MJ Garrett
s15_the_gauntlet_iii,5,Assembly Required,team,prize,Melinda Collins
s15_the_gauntlet_iii,5,Assembly Required,team,prize,Derek McCray
s15_the_gauntlet_iii,5,Assembly Required,team,prize,Tyri Ballard-Brown
s15_the_gauntlet_iii,5,,individual,prize,MJ Garrett
s15_the_gauntlet_iii,5,,individual,safety,Derek McCray
s15_the_gauntlet_iii,6,Pole Push,team,prize,Adam King
s15_the_gauntlet_iii,6,Pole Push,team,prize,Brad Fiorenza
s15_the_gauntlet_iii,6,Pole Push,team,prize,CT Tamburello
s15_the_gauntlet_iii,6,Pole Push,team,prize,Diem Brown
s15_the_gauntlet_iii,6,Pole Push,team,prize,Big Easy Banks
s15_the_gauntlet_iii,6,Pole Push,team,prize,Evan Starkman
s15_the_gauntlet_iii,6,Pole Push,team,prize,Evelyn Smith
s15_the_gauntlet_iii,6,Pole Push,team,prize,Kenny Santucci
s15_the_gauntlet_iii,6,Pole Push,team,prize,Paula Meronek
s15_the_gauntlet_iii,6,Pole Push,team,prize,Robin Hibbard
s15_the_gauntlet_iii,6,Pole Push,team,prize,Danny Jamieson
s15_the_gauntlet_iii,6,Pole Push,team,prize,Katie Cooley
s15_the_gauntlet_iii,6,Pole Push,team,prize,Casey Cooper
s15_the_gauntlet_iii,6,Pole Push,team,prize,Coral Smith
s15_the_gauntlet_iii,6,,individual,prize,Ryan Kehoe
s15_the_gauntlet_iii,6,,individual,safety,Frank Roessler
s15_the_gauntlet_iii,7,Over the Edge,team,prize,Frank Roessler
s15_the_gauntlet_iii,7,Over the Edge,team,prize,Jillian Zoboroski
s15_the_gauntlet_iii,7,Over the Edge,team,prize,Johanna Botta
s15_the_gauntlet_iii,7,Over the Edge,team,prize,Nehemiah Clark
s15_the_gauntlet_iii,7,Over the Edge,team,prize,Rachel Moyal
s15_the_gauntlet_iii,7,Over the Edge,team,prize,Tori Hall
s15_the_gauntlet_iii,7,Over the Edge,team,prize,Ryan Kehoe
s15_the_gauntlet_iii,7,Over the Edge,team,prize,Tyri Ballard-Brown
s15_the_gauntlet_iii,7,,individual,prize,Frank Roessler
s15_the_gauntlet_iii,8/9,Chill Out,team,prize,Frank Roessler
s15_the_gauntlet_iii,8/9,Chill Out,team,prize,Jillian Zoboroski
s15_the_gauntlet_iii,8/9,Chill Out,team,prize,Johanna Botta
s15_the_gauntlet_iii,8/9,Chill Out,team,prize,Nehemiah Clark
s15_the_gauntlet_iii,8/9,Chill Out,team,prize,Rachel Moyal
s15_the_gauntlet_iii,8/9,Chill Out,team,prize,Tori Hall
s15_the_gauntlet_iii,8/9,Chill Out,team,prize,Tyri Ballard-Brown
s15_the_gauntlet_iii,8/9,,individual,prize,Big Easy Banks
s15_the_gauntlet_iii,8/9,,individual,safety,Adam King
s16_the_island,1,Leaning Tower,individual,prize,Abram Boise
s16_the_island,2,Ring Wrestle,individual,prize,Abram Boise
s16_the_island,3,The Rack,individual,prize,KellyAnne Judd
s16_the_island,4,Ball Buster,individual,prize,Ashli Robson
s16_the_island,5,Bridge It,individual,prize,Dan Walsh
s16_the_island,6,Rat in a Cage,individual,prize,Cohutta Grindstaff
s16_the_island,7,Timber,individual,prize,Colie
s16_the_island,8,Water Bound,individual,prize,Dan Walsh
s16_the_island,8,,individual,prize,KellyAnne Judd
s17_the_duel_ii,1/2,Last Man Standing,individual,prize,Evan Starkman
s17_the_duel_ii,1/2,,individual,prize,Shauvon Torres
s17_the_duel_ii,1/2,,individual,safety,Aneesa Ferreira
s17_the_duel_ii,2,Freezing as Puck,individual,prize,Rachel Robinson
s17_the_duel_ii,2,,individual,prize,MJ Garrett
s17_the_duel_ii,2,,individual,safety,Ryan Kehoe
s17_the_duel_ii,3,All Shook Up,individual,prize,Ruthie Alcaide
s17_the_duel_ii,3,,individual,prize,Davis Mallory
s17_the_duel_ii,3,,individual,safety,Evan Starkman
s17_the_duel_ii,4,Luging My Mind,individual,prize,Brittini Sherrod
s17_the_duel_ii,4,,individual,prize,Nehemiah Clark
s17_the_duel_ii,4,,individual,safety,Evan Starkman
s17_the_duel_ii,5,Don't Let Go,individual,prize,Mark Long
s17_the_duel_ii,5,,individual,prize,Ruthie Alcaide
s17_the_duel_ii,5,,individual,safety,Kimberly Alexander
s17_the_duel_ii,6,Dangle Duo,individual,prize,Landon Lueck
s17_the_duel_ii,6,,individual,prize,Kimberly Alexander
s17_the_duel_ii,6,,individual,safety,Jenn Grijalva
s17_the_duel_ii,7,Burnt,individual,prize,Landon Lueck
s17_the_duel_ii,7,,individual,prize,Paula Meronek
s17_the_duel_ii,7,,individual,safety,Aneesa Ferreira
s17_the_duel_ii,8,Upside Downer,individual,prize,Landon Lueck
s17_the_duel_ii,8,,individual,prize,Jenn Grijalva
s17_the_duel_ii,8,,individual,safety,Diem Brown
s17_the_duel_ii,9/10,Spelling Air,individual,prize,Evan Starkman
s17_the_duel_ii,9/10,,individual,prize,Aneesa Ferreira
s17_the_duel_ii,9/10,,individual,safety,Tori Hall
s17_the_duel_ii,10,,individual,prize,Landon Lueck
s17_the_duel_ii,10,,individual,prize,Brittini Sherrod
s18_the_ruins,1,Chain Gang,team,prize,Derrick Kosinski
s18_the_ruins,1,Chain Gang,team,prize,Evan Starkman
s18_the_ruins,1,Chain Gang,team,prize,Johnny Bananas
s18_the_ruins,1,Chain Gang,team,prize,Kenny Santucci
s18_the_ruins,1,Chain Gang,team,prize,Susie Meister
s18_the_ruins,1,Chain Gang,team,prize,Darrell Taylor
s18_the_ruins,1,Chain Gang,team,prize,Johanna Botta
s18_the_ruins,1,Chain Gang,team,prize,Veronica Portillo
s18_the_ruins,1,Chain Gang,team,prize,Syrus Yarbrough
s18_the_ruins,1,Chain Gang,team,prize,Ibis Nieves
s18_the_ruins,1,Chain Gang,team,prize,Wes Bergmann
s18_the_ruins,1,Chain Gang,team,prize,Katie Cooley
s18_the_ruins,1,Chain Gang,team,prize,Tonya Cooley
s18_the_ruins,1,Chain Gang,team,prize,Evelyn Smith
s18_the_ruins,1,,individual,prize,Susie Meister
s18_the_ruins,1,,individual,safety,Tonya Cooley
s18_the_ruins,2,Swing on By,team,prize,Derrick Kosinski
s18_the_ruins,2,Swing on By,team,prize,Evan Starkman
s18_the_ruins,2,Swing on By,team,prize,Johnny Bananas
s18_the_ruins,2,Swing on By,team,prize,Kenny Santucci
s18_the_ruins,2,Swing on By,team,prize,Susie Meister
s18_the_ruins,2,Swing on By,team,prize,Darrell Taylor
s18_the_ruins,2,Swing on By,team,prize,Johanna Botta
s18_the_ruins,2,Swing on By,team,prize,Veronica Portillo
s18_the_ruins,2,Swing on By,team,prize,Syrus Yarbrough
s18_the_ruins,2,Swing on By,team,prize,Ibis Nieves
s18_the_ruins,2,Swing on By,team,prize,Wes Bergmann
s18_the_ruins,2,Swing on By,team,prize,Katie Cooley
s18_the_ruins,2,Swing on By,team,prize,Tonya Cooley
s18_the_ruins,2,Swing on By,team,prize,Evelyn Smith
s18_the_ruins,2,,individual,prize,Katie Cooley
s18_the_ruins,2,,individual,safety,Susie Meister
s18_the_ruins,3,Repo Race,team,prize,KellyAnne Judd
s18_the_ruins,3,Repo Race,team,prize,Sarah Rice
s18_the_ruins,3,Repo Race,team,prize,Casey Cooper
s18_the_ruins,3,Repo Race,team,prize,Dunbar Merrill
s18_the_ruins,3,Repo Race,team,prize,Kimberly Alexander
s18_the_ruins,3,Repo Race,team,prize,Brad Fiorenza
s18_the_ruins,3,Repo Race,team,prize,Cohutta Grindstaff
s18_the_ruins,3,Repo Race,team,prize,Danny Jamieson
s18_the_ruins,3,Repo Race,team,prize,Adam King
s18_the_ruins,3,Repo Race,team,prize,Shauvon Torres
s18_the_ruins,3,,individual,prize,Kenny Santucci
s18_the_ruins,3,,individual,safety,Syrus Yarbrough
s18_the_ruins,4,Burning Bridge,team,prize,Derrick Kosinski
s18_the_ruins,4,Burning Bridge,team,prize,Evan Starkman
s18_the_ruins,4,Burning Bridge,team,prize,Johnny Bananas
s18_the_ruins,4,Burning Bridge,team,prize,Kenny Santucci
s18_the_ruins,4,Burning Bridge,team,prize,Susie Meister
s18_the_ruins,4,Burning Bridge,team,prize,Darrell Taylor
s18_the_ruins,4,Burning Bridge,team,prize,Johanna Botta
s18_the_ruins,4,Burning Bridge,team,prize,Veronica Portillo
s18_the_ruins,4,Burning Bridge,team,prize,Syrus Yarbrough
s18_the_ruins,4,Burning Bridge,team,prize,Ibis Nieves
s18_the_ruins,4,Burning Bridge,team,prize,Wes Bergmann
s18_the_ruins,4,Burning Bridge,team,prize,Tonya Cooley
s18_the_ruins,4,,individual,prize,Derrick Kosinski
s18_the_ruins,4,,individual,safety,Johnny Bananas
s18_the_ruins,5,Block Party,team,prize,Derrick Kosinski
s18_the_ruins,5,Block Party,team,prize,Evan Starkman
s18_the_ruins,5,Block Party,team,prize,Johnny Bananas
s18_the_ruins,5,Block Party,team,prize,Kenny Santucci
s18_the_ruins,5,Block Party,team,prize,Susie Meister
s18_the_ruins,5,Block Party,team,prize,Darrell Taylor
s18_the_ruins,5,Block Party,team,prize,Johanna Botta
s18_the_ruins,5,Block Party,team,prize,Veronica Portillo
s18_the_ruins,5,Block Party,team,prize,Syrus Yarbrough
s18_the_ruins,5,Block Party,team,prize,Ibis Nieves
s18_the_ruins,5,Block Party,team,prize,Tonya Cooley
s18_the_ruins,5,,individual,prize,Johanna Botta
s18_the_ruins,5,,individual,safety,Veronica Portillo
s18_the_ruins,6,Fruits of Your Labor,team,prize,Derrick Kosinski
s18_the_ruins,6,Fruits of Your Labor,team,prize,Evan Starkman
s18_the_ruins,6,Fruits of Your Labor,team,prize,Johnny Bananas
s18_the_ruins,6,Fruits of Your Labor,team,prize,Kenny Santucci
s18_the_ruins,6,Fruits of Your Labor,team,prize,Susie Meister
s18_the_ruins,6,Fruits of Your Labor,team,prize,Darrell Taylor
s18_the_ruins,6,Fruits of Your Labor,team,prize,Johanna Botta
s18_the_ruins,6,Fruits of Your Labor,team,prize,Veronica Portillo
s18_the_ruins,6,Fruits of Your Labor,team,prize,Tonya Cooley
s18_the_ruins,6,,individual,prize,Susie Meister
s18_the_ruins,6,,individual,safety,Veronica Portillo
s18_the_ruins,7,Rotary Club,team,prize,Derrick Kosinski
s18_the_ruins,7,Rotary Club,team,prize,Evan Starkman
s18_the_ruins,7,Rotary Club,team,prize,Johnny Bananas
s18_the_ruins,7,Rotary Club,team,prize,Kenny Santucci
s18_the_ruins,7,Rotary Club,team,prize,Susie Meister
s18_the_ruins,7,Rotary Club,team,prize,Darrell Taylor
s18_the_ruins,7,Rotary Club,team,prize,Tonya Cooley
s18_the_ruins,7,,individual,prize,Evan Starkman
s18_the_ruins,7,,individual,safety,Kenny Santucci
s18_the_ruins,8/9,On the Fence,team,prize,Derrick Kosinski
s18_the_ruins,8/9,On the Fence,team,prize,Evan Starkman
s18_the_ruins,8/9,On the Fence,team,prize,Johnny Bananas
s18_the_ruins,8/9,On the Fence,team,prize,Kenny Santucci
s18_the_ruins,8/9,On the Fence,team,prize,Susie Meister
s18_the_ruins,8/9,On the Fence,team,prize,Darrell Taylor
s18_the_ruins,8/9,On the Fence,team,prize,Tonya Cooley
s18_the_ruins,8/9,,individual,prize,Johnny Bananas
s18_the_ruins,8/9,,individual,safety,Kenny Santucci
s18_the_ruins,9,Wall Walker,team,prize,Derrick Kosinski
s18_the_ruins,9,Wall Walker,team,prize,Evan Starkman
s18_the_ruins,9,Wall Walker,team,prize,Johnny Bananas
s18_the_ruins,9,Wall Walker,team,prize,Kenny Santucci
s18_the_ruins,9,Wall Walker,team,prize,Susie Meister
s18_the_ruins,9,Wall Walker,team,prize,Darrell Taylor
s18_the_ruins,9,Wall Walker,team,prize,Tonya Cooley
s19_fresh_meat_ii,1,Dirty Mouth,pair,prize,Kenny Santucci
s19_fresh_meat_ii,1,Dirty Mouth,pair,prize,Laurel Stucky
s19_fresh_meat_ii,2,I'll Be There for You,pair,prize,Landon Lueck
s19_fresh_meat_ii,2,I'll Be There for You,pair,prize,Carley Johnson
s19_fresh_meat_ii,3,Water Logged,pair,prize,Kenny Santucci
s19_fresh_meat_ii,3,Water Logged,pair,prize,Laurel Stucky
s19_fresh_meat_ii,4,King of the Wall,pair,prize,Kenny Santucci
s19_fresh_meat_ii,4,King of the Wall,pair,prize,Laurel Stucky
s19_fresh_meat_ii,5,Drop Out,pair,prize,Kenny Santucci
s19_fresh_meat_ii,5,Drop Out,pair,prize,Laurel Stucky
s19_fresh_meat_ii,6,Turn Style,pair,prize,Jillian Zoboroski
s19_fresh_meat_ii,6,Turn Style,pair,prize,Pete Connolly
s19_fresh_meat_ii,7,Airheads,pair,prize,Landon Lueck
s19_fresh_meat_ii,7,Airheads,pair,prize,Carley Johnson
s19_fresh_meat_ii,8/9,Wrecking Ball,pair,prize,Jenn Grijalva
s19_fresh_meat_ii,8/9,Wrecking Ball,pair,prize,Noor Jehangir
s19_fresh_meat_ii,9/10,Obstacle,pair,prize,Kenny Santucci
s19_fresh_meat_ii,9/10,Obstacle,pair,prize,Laurel Stucky
s20_cutthroat,1,Gas Problems,team,prize,Abram Boise
s20_cutthroat,1,Gas Problems,team,prize,Cara Maria Sorbello
s20_cutthroat,1,Gas Problems,team,prize,Laurel Stucky
s20_cutthroat,1,Gas Problems,team,prize,Luke Wolfe
s20_cutthroat,1,Gas Problems,team,prize,Sarah Rice
s20_cutthroat,1,Gas Problems,team,prize,Dan Walsh
s20_cutthroat,1,Gas Problems,team,prize,Ayiiia Elizarrarás
s20_cutthroat,1,Gas Problems,team,prize,Shauvon Torres
s20_cutthroat,1,Gas Problems,team,prize,Vinny Foti
s20_cutthroat,1,Gas Problems,team,prize,JD Ordoñez
s20_cutthroat,1,,individual,prize,Emilee Fitzpatrick
s20_cutthroat,2,Brain Buster,team,prize,Emily Schromm
s20_cutthroat,2,Brain Buster,team,prize,Jenn Grijalva
s20_cutthroat,2,Brain Buster,team,prize,Derrick Kosinski
s20_cutthroat,2,Brain Buster,team,prize,Johnny Bananas
s20_cutthroat,2,Brain Buster,team,prize,Theresa Jones
s20_cutthroat,2,Brain Buster,team,prize,Katie Cooley
s20_cutthroat,2,Brain Buster,team,prize,Ty Ruff
s20_cutthroat,2,Brain Buster,team,prize,Big Easy Banks
s20_cutthroat,2,,individual,prize,Cara Maria Sorbello
s20_cutthroat,3,Bed Head,team,prize,Brad Fiorenza
s20_cutthroat,3,Bed Head,team,prize,Dunbar Merrill
s20_cutthroat,3,Bed Head,team,prize,Tori Hall
s20_cutthroat,3,Bed Head,team,prize,Tyler Duckworth
s20_cutthroat,3,Bed Head,team,prize,Paula Meronek
s20_cutthroat,3,Bed Head,team,prize,Camila Nakagawa
s20_cutthroat,3,Bed Head,team,prize,Brandon Nelson
s20_cutthroat,3,Bed Head,team,prize,Melinda Collins
s20_cutthroat,3,Bed Head,team,prize,Chet Cannon
s20_cutthroat,3,,individual,prize,Katie Cooley
s20_cutthroat,4,Bottleneck Stampede,team,prize,Brad Fiorenza
s20_cutthroat,4,Bottleneck Stampede,team,prize,Dunbar Merrill
s20_cutthroat,4,Bottleneck Stampede,team,prize,Tori Hall
s20_cutthroat,4,Bottleneck Stampede,team,prize,Tyler Duckworth
s20_cutthroat,4,Bottleneck Stampede,team,prize,Paula Meronek
s20_cutthroat,4,Bottleneck Stampede,team,prize,Camila Nakagawa
s20_cutthroat,4,Bottleneck Stampede,team,prize,Brandon Nelson
s20_cutthroat,4,Bottleneck Stampede,team,prize,Melinda Collins
s20_cutthroat,4,Bottleneck Stampede,team,prize,Chet Cannon
s20_cutthroat,4,,individual,prize,Big Easy Banks
s20_cutthroat,5,Surf's Up,team,prize,Abram Boise
s20_cutthroat,5,Surf's Up,team,prize,Cara Maria Sorbello
s20_cutthroat,5,Surf's Up,team,prize,Laurel Stucky
s20_cutthroat,5,Surf's Up,team,prize,Luke Wolfe
s20_cutthroat,5,Surf's Up,team,prize,Sarah Rice
s20_cutthroat,5,Surf's Up,team,prize,Dan Walsh
s20_cutthroat,5,Surf's Up,team,prize,Shauvon Torres
s20_cutthroat,5,,individual,prize,Katie Cooley
s20_cutthroat,6,Sky Hook,team,prize,Abram Boise
s20_cutthroat,6,Sky Hook,team,prize,Cara Maria Sorbello
s20_cutthroat,6,Sky Hook,team,prize,Laurel Stucky
s20_cutthroat,6,Sky Hook,team,prize,Luke Wolfe
s20_cutthroat,6,Sky Hook,team,prize,Sarah Rice
s20_cutthroat,6,Sky Hook,team,prize,Dan Walsh
s20_cutthroat,6,Sky Hook,team,prize,Shauvon Torres
s20_cutthroat,6,,individual,prize,Derrick Kosinski
s20_cutthroat,7,Gimme a Hand,team,prize,Emily Schromm
s20_cutthroat,7,Gimme a Hand,team,prize,Jenn Grijalva
s20_cutthroat,7,Gimme a Hand,team,prize,Derrick Kosinski
s20_cutthroat,7,Gimme a Hand,team,prize,Johnny Bananas
s20_cutthroat,7,Gimme a Hand,team,prize,Theresa Jones
s20_cutthroat,7,,individual,prize,Laurel Stucky
s20_cutthroat,8/9,High Ball,team,prize,Abram Boise
s20_cutthroat,8/9,High Ball,team,prize,Cara Maria Sorbello
s20_cutthroat,8/9,High Ball,team,prize,Laurel Stucky
s20_cutthroat,8/9,High Ball,team,prize,Luke Wolfe
s20_cutthroat,8/9,High Ball,team,prize,Sarah Rice
s20_cutthroat,8/9,High Ball,team,prize,Shauvon Torres
s20_cutthroat,8/9,,individual,prize,Johnny Bananas
s20_cutthroat,9/10,Riot Act,team,prize,Abram Boise
s20_cutthroat,9/10,Riot Act,team,prize,Cara Maria Sorbello
s20_cutthroat,9/10,Riot Act,team,prize,Laurel Stucky
s20_cutthroat,9/10,Riot Act,team,prize,Luke Wolfe
s20_cutthroat,9/10,Riot Act,team,prize,Sarah Rice
s20_cutthroat,9/10,Riot Act,team,prize,Shauvon Torres
s20_cutthroat,9/10,,individual,prize,Emily Schromm
s21_rivals,1,High Dive,pair,prize,Adam Royer
s21_rivals,1,High Dive,pair,prize,Leroy Garrett
s21_rivals,1,High Dive,pair,safety,Jasmine Reynaud
s21_rivals,1,High Dive,pair,safety,Jonna Mannion
s21_rivals,2,Car Crusher,pair,prize,Evelyn Smith
s21_rivals,2,Car Crusher,pair,prize,Paula Meronek
s21_rivals,2,Car Crusher,pair,safety,Adam King
s21_rivals,2,Car Crusher,pair,safety,CT Tamburello
s21_rivals,3,Sync or Swim,pair,prize,Adam King
s21_rivals,3,Sync or Swim,pair,prize,CT Tamburello
s21_rivals,3,Sync or Swim,pair,safety,Evelyn Smith
s21_rivals,3,Sync or Swim,pair,safety,Paula Meronek
s21_rivals,4,Hammock Crawl,pair,prize,Johnny Bananas
s21_rivals,4,Hammock Crawl,pair,prize,Tyler Duckworth
s21_rivals,4,Hammock Crawl,pair,safety,Kenny Santucci
s21_rivals,4,Hammock Crawl,pair,safety,Wes Bergmann
s21_rivals,5,Against the Current,pair,prize,Johnny Bananas
s21_rivals,5,Against the Current,pair,prize,Tyler Duckworth
s21_rivals,5,Against the Current,pair,safety,Jenn Grijalva
s21_rivals,5,Against the Current,pair,safety,Mandi Moyer
s21_rivals,6,Catch & Release,pair,prize,Cara Maria Sorbello
s21_rivals,6,Catch & Release,pair,prize,Laurel Stucky
s21_rivals,6,Catch & Release,pair,safety,Kenny Santucci
s21_rivals,6,Catch & Release,pair,safety,Wes Bergmann
s21_rivals,7,Sawed Off,pair,prize,Johnny Bananas
s21_rivals,7,Sawed Off,pair,prize,Tyler Duckworth
s21_rivals,7,Sawed Off,pair,safety,Evelyn Smith
s21_rivals,7,Sawed Off,pair,safety,Paula Meronek
s21_rivals,8/9,Bombs Away,pair,prize,Evelyn Smith
s21_rivals,8/9,Bombs Away,pair,prize,Paula Meronek
s21_rivals,8/9,Bombs Away,pair,safety,Leroy Garrett
s21_rivals,8/9,Bombs Away,pair,safety,Michael Ross
s22_battle_of_the_exes,1,Give Me Some Honey,pair,prize,Camila Nakagawa
s22_battle_of_the_exes,1,Give Me Some Honey,pair,prize,Johnny Bananas
s22_battle_of_the_exes,2,Hook Up,pair,prize,Sarah Rice
s22_battle_of_the_exes,2,Hook Up,pair,prize,Vinny Foti
s22_battle_of_the_exes,3,Mental Connection,pair,prize,Dunbar Merrill
s22_battle_of_the_exes,3,Mental Connection,pair,prize,Paula Meronek
s22_battle_of_the_exes,4,Rolling in the Deep,pair,prize,Camila Nakagawa
s22_battle_of_the_exes,4,Rolling in the Deep,pair,prize,Johnny Bananas
s22_battle_of_the_exes,5,Don't Rock the Boat,pair,prize,Mark Long
s22_battle_of_the_exes,5,Don't Rock the Boat,pair,prize,Robin Hibbard
s22_battle_of_the_exes,6,Lube Me Up,pair,prize,Camila Nakagawa
s22_battle_of_the_exes,6,Lube Me Up,pair,prize,Johnny Bananas
s22_battle_of_the_exes,7/8,Race to the Altar,pair,prize,CT Tamburello
s22_battle_of_the_exes,7/8,Race to the Altar,pair,prize,Diem Brown
