season_id,player,gender,finish,origin,team,pair_id,source
s19_fresh_meat_ii,Evelyn Smith,F,Eliminated in All U Can Eat Stakes,Real World/Road Rules Challenge: Fresh Meat,,row_007,cast
s19_fresh_meat_ii,Luke Wolfe,M,Eliminated in All U Can Eat Stakes,,,row_007,cast
s19_fresh_meat_ii,Wes Bergmann,M,Eliminated in Trimming the Fat,w:c:mtvrealworld:The Real World: Austin,,row_008,cast
s19_fresh_meat_ii,Mandi Moyer,F,Eliminated in Trimming the Fat,,,row_008,cast
s19_fresh_meat_ii,CJ Koegel,M,Eliminated in Checkmeat!,w:c:mtvrealworld:The Real World: Cancun,,row_009,cast
s19_fresh_meat_ii,Sydney Walker,F,Eliminated in Checkmeat!,,,row_009,cast
s19_fresh_meat_ii,Danny Jamieson,M,Eliminated in Road Kill,w:c:mtvrealworld:The Real World: Austin,,row_010,cast
s19_fresh_meat_ii,Sandy Kang,F,Eliminated in Road Kill,,,row_010,cast
s19_fresh_meat_ii,Katelynn Cusanelli,F,Disqualified in Meats 'N Potatoes,w:c:mtvrealworld:The Real World: Brooklyn,,row_011,cast
s19_fresh_meat_ii,Brandon Nelson,M,Disqualified in Meats 'N Potatoes,,,row_011,cast
s19_fresh_meat_ii,Paula Meronek,F,Eliminated in Sloppy Ho's,w:c:mtvrealworld:The Real World: Key West,,row_012,cast
s19_fresh_meat_ii,Jeff Barr,M,Eliminated in Sloppy Ho's,,,row_012,cast
s19_fresh_meat_ii,Sarah Rice,F,Eliminated in Meating of the Minds,w:c:mtvrealworld:The Real World: Brooklyn,,row_013,cast
s19_fresh_meat_ii,Vinny Foti,M,Eliminated in Meating of the Minds,,,row_013,cast
s19_fresh_meat_ii,Darrell Taylor,M,Eliminated in Nice to Meat You,w:c:roadrules:Road Rules: Campus Crawl,,row_014,cast
s19_fresh_meat_ii,Cara Maria Sorbello,F,Eliminated in Nice to Meat You,,,row_014,cast
s20_cutthroat,Brad Fiorenza,M,Winners in Czechmate,w:c:mtvrealworld:The Real World: San Diego (2004),Red Team,,cast
s20_cutthroat,Dunbar Merrill,M,Winners in Czechmate,w:c:mtvrealworld:The Real World: Syndey,Red Team,,cast
s20_cutthroat,Tori Hall,F,Winners in Czechmate,w:c:roadrules:Road Rules 2007: Viewers' Revenge,Red Team,,cast
s20_cutthroat,Tyler Duckworth,M,Winners in Czechmate,w:c:mtvrealworld:The Real World: Key West,Red Team,,cast
s20_cutthroat,Paula Meronek,F,Disqualified in Czechmate,w:c:mtvrealworld:The Real World: Key West,Red Team,,cast
s20_cutthroat,Camila Nakagawa,F,Eliminated in Hell Hath No Fury,,Red Team,,cast
s20_cutthroat,Brandon Nelson,M,Eliminated in Where the Red Team Blows,,Red Team,,cast
s20_cutthroat,Melinda Collins,F,Eliminated in Where the Red Team Blows,w:c:mtvrealworld:The Real World: Austin,Red Team,,cast
s20_cutthroat,Chet Cannon,M,Medically Disqualified in Where the Red Team Blows,w:c:mtvrealworld:The Real World: Brooklyn,Red Team,,cast
s20_cutthroat,Mandi Moyer,F,Eliminated in Newbie Doobie Doo,,Red Team,,cast
s20_cutthroat,Abram Boise,M,Runners-Up in Czechmate,w:c:roadrules:Road Rules: South Pacific,Grey Team,,cast
s20_cutthroat,Cara Maria Sorbello,F,Runners-Up in Czechmate,,Grey Team,,cast
s20_cutthroat,Laurel Stucky,F,Runners-Up in Czechmate,,Grey Team,,cast
s20_cutthroat,Luke Wolfe,M,Runners-Up in Czechmate,,Grey Team,,cast
s20_cutthroat,Sarah Rice,F,Runners-Up in Czechmate,w:c:mtvrealworld:The Real World: Brooklyn,Grey Team,,cast
s20_cutthroat,Dan Walsh,M,Eliminated in Hell Hath No Fury,w:c:roadrules:Road Rules 2007: Viewers' Revenge,Grey Team,,cast
s20_cutthroat,Ayiiia Elizarrarás,F,Eliminated in Swat the Hell?,w:c:mtvrealworld:The Real World: Cancun,Grey Team,,cast
s20_cutthroat,Shauvon Torres,F,Quit in Karma's a Bitch,w:c:mtvrealworld:The Real World: Syndey,Grey Team,,cast
s20_cutthroat,Vinny Foti,M,Eliminated in Karma's a Bitch,,Grey Team,,cast
s20_cutthroat,JD Ordoñez,M,Eliminated in Newbie Doobie Doo,w:c:mtvrealworld:The Real World: Brooklyn,Grey Team,,cast
s20_cutthroat,Emily Schromm,F,Third Place in Czechmate,w:c:mtvrealworld:The Real World: D.C.,Blue Team,,cast
s20_cutthroat,Jenn Grijalva,F,Third Place in Czechmate,w:c:mtvrealworld:The Real World: Denver,Blue Team,,cast
s20_cutthroat,Derrick Kosinski,M,Eliminated in Czechmate,w:c:roadrules:Road Rules: X-Treme,Blue Team,,cast
s20_cutthroat,Johnny Bananas,M,Eliminated in Always a Bridesmaid...,w:c:mtvrealworld:The Real World: Key West,Blue Team,,cast
s20_cutthroat,Theresa Jones,F,Eliminated in Always a Bridesmaid...,,Blue Team,,cast
s20_cutthroat,Katie Cooley,F,"Eliminated in Couching Tyger, Hidden Danimal",w:c:roadrules:Road Rules: The Quest,Blue Team,,cast
s20_cutthroat,Ty Ruff,M,"Disqualified in Couching Tyger, Hidden Danimal",w:c:mtvrealworld:The Real World: D.C.,Blue Team,,cast
s20_cutthroat,Big Easy Banks,M,Eliminated in Swat the Hell?,Real World/Road Rules Challenge: Fresh Meat,Blue Team,,cast
s20_cutthroat,Emilee Fitzpatrick,F,Eliminated in Czech Yourself Before You Wreck Yourself,w:c:mtvrealworld:The Real World: Cancun,Blue Team,,cast
s20_cutthroat,Derek Chavez,M,Eliminated in Czech Yourself Before You Wreck Yourself,w:c:mtvrealworld:The Real World: Cancun,Blue Team,,cast
s21_rivals,Johnny Bananas,M,Winners in At the End of the World,w:c:mtvrealworld:The Real World: Key West,,row_002,cast
s21_rivals,Tyler Duckworth,M,Winners in At the End of the World,w:c:mtvrealworld:The Real World: Key West,,row_002,cast
s21_rivals,Evelyn Smith,F,Winners in At the End of the World,Real World/Road Rules Challenge: Fresh Meat,,row_003,cast
s21_rivals,Paula Meronek,F,Winners in At the End of the World,w:c:mtvrealworld:The Real World: Key West,,row_003,cast
s21_rivals,Kenny Santucci,M,Runners-Up in At the End of the World,Real World/Road Rules Challenge: Fresh Meat,,row_004,cast
s21_rivals,Wes Bergmann,M,Runners-Up in At the End of the World,w:c:mtvrealworld:The Real World: Austin,,row_004,cast
s21_rivals,Cara Maria Sorbello,F,Runners-Up in At the End of the World,,,row_005,cast
s21_rivals,Laurel Stucky,F,Runners-Up in At the End of the World,,,row_005,cast
s21_rivals,Leroy Garrett,M,Third Place in At the End of the World,w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_006,cast
s21_rivals,Michael Ross,M,Third Place in At the End of the World,w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_006,cast
s21_rivals,Jenn Grijalva,F,Third Place in At the End of the World,w:c:mtvrealworld:The Real World: Denver,,row_007,cast
s21_rivals,Mandi Moyer,F,Third Place in At the End of the World,,,row_007,cast
s21_rivals,Adam King,M,Eliminated in The Storm Before the Storm,w:c:mtvrealworld:The Real World: Paris,,row_008,cast
s21_rivals,CT Tamburello,M,Eliminated in The Storm Before the Storm,w:c:mtvrealworld:The Real World: Paris,,row_008,cast
s21_rivals,Jasmine Reynaud,F,Eliminated in Blood on the Dance Floor,w:c:mtvrealworld:The Real World: Cancun,,row_009,cast
s21_rivals,Jonna Mannion,F,Eliminated in Blood on the Dance Floor,w:c:mtvrealworld:The Real World: Cancun,,row_009,cast
s21_rivals,Evan Starkman,M,Eliminated in Blowup,Real World/Road Rules Challenge: Fresh Meat,,row_010,cast
s21_rivals,Nehemiah Clark,M,Eliminated in Blowup,w:c:mtvrealworld:The Real World: Austin,,row_010,cast
s21_rivals,Katelynn Cusanelli,F,Eliminated in Ill Communication,w:c:mtvrealworld:The Real World: Brooklyn,,row_011,cast
s21_rivals,Sarah Rice,F,Eliminated in Ill Communication,w:c:mtvrealworld:The Real World: Brooklyn,,row_011,cast
s21_rivals,Brandon Nelson,M,Eliminated in D-Day,w:c:mtvrealworld:The Real World: D.C.,,row_012,cast
s21_rivals,Ty Ruff,M,Eliminated in D-Day,,,row_012,cast
s21_rivals,Camila Nakagawa,F,Eliminated in Underdog Day Afternoon,,,row_013,cast
s21_rivals,Theresa Jones,F,Eliminated in Underdog Day Afternoon,,,row_013,cast
s21_rivals,Davis Mallory,M,Eliminated in Through the Looking Glass,w:c:mtvrealworld:The Real World: Denver,,row_014,cast
s21_rivals,Tyri Ballard-Brown,M,Eliminated in Through the Looking Glass,w:c:mtvrealworld:The Real World: Denver,,row_014,cast
s21_rivals,Aneesa Ferreira,F,Eliminated in Welcome to the Jungle,w:c:mtvrealworld:The Real World: Chicago,,row_015,cast
s21_rivals,Robin Hibbard,F,Eliminated in Welcome to the Jungle,w:c:mtvrealworld:The Real World: San Diego (2004),,row_015,cast
s21_rivals,Adam Royer,M,Disqualified in Welcome to the Jungle,w:c:mtvrealworld:The Real World: Las Vegas (2011),,,cast
s22_battle_of_the_exes,Camila Nakagawa,F,Winners in I Will Always Love You,w:c:mtvrealworld:The Real World: Key West,,row_002,cast
s22_battle_of_the_exes,Johnny Bananas,M,Winners in I Will Always Love You,,,row_002,cast
s22_battle_of_the_exes,CT Tamburello,M,Runners-Up in I Will Always Love You,w:c:mtvrealworld:The Real World: Paris,,row_003,cast
s22_battle_of_the_exes,Diem Brown,F,Runners-Up in I Will Always Love You,Real World/Road Rules Challenge: Fresh Meat,,row_003,cast
s22_battle_of_the_exes,Emily Schromm,F,Third Place in I Will Always Love You,w:c:mtvrealworld:The Real World: D.C.,,row_004,cast
s22_battle_of_the_exes,Ty Ruff,M,Third Place in I Will Always Love You,w:c:mtvrealworld:The Real World: D.C.,,row_004,cast
s22_battle_of_the_exes,Mark Long,M,Eliminated in Will You Still Love Me Tomorrow?,w:c:roadrules:Road Rules: USA – The First Adventure,,row_005,cast
s22_battle_of_the_exes,Robin Hibbard,F,Eliminated in Will You Still Love Me Tomorrow?,w:c:mtvrealworld:The Real World: San Diego (2004),,row_005,cast
s22_battle_of_the_exes,Dunbar Merrill,M,Eliminated in On the Wings of Love,w:c:mtvrealworld:The Real World: Sydney,,row_006,cast
s22_battle_of_the_exes,Paula Meronek,F,Eliminated in On the Wings of Love,w:c:mtvrealworld:The Real World: Key West,,row_006,cast
s22_battle_of_the_exes,Aneesa Ferreira,F,Eliminated in Tainted Love,w:c:mtvrealworld:The Real World: Chicago,,row_007,cast
s22_battle_of_the_exes,Rachel Robinson,F,Eliminated in Tainted Love,w:c:roadrules:Road Rules: Campus Crawl,,row_007,cast
s22_battle_of_the_exes,Abram Boise,M,Eliminated in Crazy in Love,w:c:roadrules:Road Rules: South Pacific,,row_008,cast
s22_battle_of_the_exes,Cara Maria Sorbello,F,Eliminated in Crazy in Love,,,row_008,cast
s22_battle_of_the_exes,Jasmine Reynaud,F,Eliminated in Love the Way You Lie,w:c:mtvrealworld:The Real World: Cancun,,row_009,cast
s22_battle_of_the_exes,Tyri Ballard-Brown,M,Eliminated in Love the Way You Lie,w:c:mtvrealworld:The Real World: Denver,,row_009,cast
s22_battle_of_the_exes,Leroy Garrett,M,Eliminated in Where Did Our Love Go?,w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_010,cast
s22_battle_of_the_exes,Naomi Defensor,F,Eliminated in Where Did Our Love Go?,w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_010,cast
s22_battle_of_the_exes,Dustin Zito,M,Medically Disqualified in Where Did Our Love Go?,w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_011,cast
s22_battle_of_the_exes,Heather Marter,F,Medically Disqualified in Where Did Our Love Go?,w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_011,cast
s22_battle_of_the_exes,Mandi Moyer,F,Eliminated in What's Love Got to Do with It?,w:c:mtvrealworld:The Real World: Austin,,row_012,cast
s22_battle_of_the_exes,Wes Bergmann,M,Eliminated in What's Love Got to Do with It?,,,row_012,cast
s22_battle_of_the_exes,Sarah Rice,F,Disqualified in What's Love Got to Do with It?,w:c:mtvrealworld:The Real World: Brooklyn,,row_013,cast
s22_battle_of_the_exes,Vinny Foti,M,Disqualified in What's Love Got to Do with It?,,,row_013,cast
s22_battle_of_the_exes,Nate Stodghill,M,Eliminated in Love Is a Battlefield,w:c:mtvrealworld:The Real World: San Diego,,row_014,cast
s22_battle_of_the_exes,Priscilla Mendez,F,Eliminated in Love Is a Battlefield,w:c:mtvrealworld:The Real World: San Diego,,row_014,cast
s23_battle_of_the_seasons_2012,Ashley Kelsey,F,Winners in Operation Desert Scorn,w:c:mtvrealworld:The Real World: San Diego (2011),,row_002,cast
s23_battle_of_the_seasons_2012,Frank Fox,M,Winners in Operation Desert Scorn,w:c:mtvrealworld:The Real World: San Diego (2011),,row_002,cast
s23_battle_of_the_seasons_2012,Sam McGinn,F,Winners in Operation Desert Scorn,w:c:mtvrealworld:The Real World: San Diego (2011),,row_003,cast
s23_battle_of_the_seasons_2012,Zach Nichols,M,Winners in Operation Desert Scorn,w:c:mtvrealworld:The Real World: San Diego (2011),,row_003,cast
s23_battle_of_the_seasons_2012,Dustin Zito,M,Runners-Up in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_004,cast
s23_battle_of_the_seasons_2012,Trishelle Cannatella,F,Runners-Up in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Las Vegas (2002),,row_004,cast
s23_battle_of_the_seasons_2012,Chet Cannon,M,Third Place in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Brooklyn,,row_005,cast
s23_battle_of_the_seasons_2012,Devyn Simone,F,Third Place in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Brooklyn,,row_005,cast
s23_battle_of_the_seasons_2012,JD Ordoñez,M,Third Place in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Brooklyn,,row_006,cast
s23_battle_of_the_seasons_2012,Sarah Rice,F,Third Place in Operation Desert Scorn,w:c:mtvrealworld:The Real World: Brooklyn,,row_006,cast
s23_battle_of_the_seasons_2012,Derek Chavez,M,"Eliminated in I Like to Move It, Move It",w:c:mtvrealworld:The Real World: Cancun,,row_007,cast
s23_battle_of_the_seasons_2012,Jonna Mannion,F,"Eliminated in I Like to Move It, Move It",w:c:mtvrealworld:The Real World: Cancun,,row_007,cast
s23_battle_of_the_seasons_2012,Marie Roda,F,Eliminated in A Woman Scorned,w:c:mtvrealworld:The Real World: St. Thomas,,row_008,cast
s23_battle_of_the_seasons_2012,Robb Schreiber,M,Eliminated in A Woman Scorned,w:c:mtvrealworld:The Real World: St. Thomas,,row_008,cast
s23_battle_of_the_seasons_2012,Alton Williams,M,Eliminated in The Chronicles of Nanyia,w:c:mtvrealworld:The Real World: Las Vegas (2002),,row_009,cast
s23_battle_of_the_seasons_2012,Nany González,F,Eliminated in The Chronicles of Nanyia,w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_009,cast
s23_battle_of_the_seasons_2012,CJ Koegel,M,"Eliminated in Honey, I'm Homeless",w:c:mtvrealworld:The Real World: Cancun,,row_010,cast
s23_battle_of_the_seasons_2012,Jasmine Reynaud,F,"Eliminated in Honey, I'm Homeless",w:c:mtvrealworld:The Real World: Cancun,,row_010,cast
s23_battle_of_the_seasons_2012,Jemmye Carroll,F,Eliminated in I Do Not Like You Sam I Am,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_011,cast
s23_battle_of_the_seasons_2012,Ryan Knight,M,Eliminated in I Do Not Like You Sam I Am,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_011,cast
s23_battle_of_the_seasons_2012,Laura Waller,F,Eliminated in Going Insane,w:c:mtvrealworld:The Real World: St. Thomas,,row_012,cast
s23_battle_of_the_seasons_2012,Trey Weatherholtz,M,Eliminated in Going Insane,w:c:mtvrealworld:The Real World: St. Thomas,,row_012,cast
s23_battle_of_the_seasons_2012,McKenzie Coburn,F,Eliminated in N-A-R-C-I-S-S-I-S-T-I-C,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_013,cast
s23_battle_of_the_seasons_2012,Preston Roberson-Charles,M,Eliminated in N-A-R-C-I-S-S-I-S-T-I-C,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_013,cast
s23_battle_of_the_seasons_2012,Camila Nakagawa,F,Quit in N-A-R-C-I-S-S-I-S-T-I-C,Real World/Road Rules Challenge: Fresh Meat,,row_014,cast
s23_battle_of_the_seasons_2012,Big Easy Banks,M,Quit in N-A-R-C-I-S-S-I-S-T-I-C,,,row_014,cast
s23_battle_of_the_seasons_2012,Brandon Nelson,M,Eliminated in What Happens in Vegas...,,,row_015,cast
s23_battle_of_the_seasons_2012,Cara Maria Sorbello,F,Eliminated in What Happens in Vegas...,,,row_015,cast
s23_battle_of_the_seasons_2012,Danny Jamieson,M,Eliminated in The Perks of Being a Rookie,w:c:mtvrealworld:The Real World: Austin,,row_016,cast
s23_battle_of_the_seasons_2012,Melinda Collins,F,Eliminated in The Perks of Being a Rookie,w:c:mtvrealworld:The Real World: Austin,,row_016,cast
s23_battle_of_the_seasons_2012,Lacey Buehler,F,Eliminated in Tis the Season,w:c:mtvrealworld:The Real World: Austin,,row_017,cast
s23_battle_of_the_seasons_2012,Wes Bergmann,M,Eliminated in Tis the Season,w:c:mtvrealworld:The Real World: Austin,,row_017,cast
s24_rivals_ii,CT Tamburello,M,Winners in The Island of Misfit Challengers,w:c:mtvrealworld:The Real World: Paris,,row_002,cast
s24_rivals_ii,Wes Bergmann,M,Winners in The Island of Misfit Challengers,w:c:mtvrealworld:The Real World: Austin,,row_002,cast
s24_rivals_ii,Emily Schromm,F,Winners in The Island of Misfit Challengers,w:c:mtvrealworld:The Real World: D.C.,,row_003,cast
s24_rivals_ii,Paula Meronek,F,Winners in The Island of Misfit Challengers,w:c:mtvrealworld:The Real World: Key West,,row_003,cast
s24_rivals_ii,Frank Fox,M,Runners-Up in The Island of Misfit Challengers,w:c:mtvrealworld:The Real World: San Diego (2011),,row_004,cast
s24_rivals_ii,Johnny Bananas,M,Runners-Up in The Island of Misfit Challengers,w:c:mtvrealworld:The Real World: Key West,,row_004,cast
s24_rivals_ii,Cara Maria Sorbello,F,Runners-Up in The Island of Misfit Challengers,w:c:mtvrealworld:The Real World: Las Vegas,,row_005,cast
s24_rivals_ii,Heather Cooke,F,Runners-Up in The Island of Misfit Challengers,,,row_005,cast
s24_rivals_ii,Jordan Wiseley,M,Third Place in The Island of Misfit Challengers,w:c:mtvrealworld:The Real World: Portland,,row_006,cast
s24_rivals_ii,Marlon Williams,M,Third Place in The Island of Misfit Challengers,w:c:mtvrealworld:The Real World: Portland,,row_006,cast
s24_rivals_ii,Camila Nakagawa,F,Third Place in Final Destination,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_007,cast
s24_rivals_ii,Jemmye Carroll,F,Third Place in Final Destination,,,row_007,cast
s24_rivals_ii,Aneesa Ferreira,F,Eliminated in Final Destination,w:c:mtvrealworld:The Real World: Chicago,,row_008,cast
s24_rivals_ii,Diem Brown,F,Eliminated in Final Destination,Real World/Road Rules Challenge: Fresh Meat,,row_008,cast
s24_rivals_ii,Preston Roberson-Charles,M,Eliminated in Diemnesia,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_009,cast
s24_rivals_ii,Ryan Knight,M,Eliminated in Diemnesia,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_009,cast
s24_rivals_ii,Jonna Mannion,F,Eliminated in Thrilla in Camila,w:c:mtvrealworld:The Real World: Cancun,,row_010,cast
s24_rivals_ii,Nany González,F,Eliminated in Thrilla in Camila,w:c:mtvrealworld:The Real World: Las Vegas,,row_010,cast
s24_rivals_ii,Leroy Garrett,M,Eliminated in Crossing Jordan,w:c:mtvrealworld:The Real World: Las Vegas,,row_011,cast
s24_rivals_ii,Ty Ruff,M,Eliminated in Crossing Jordan,w:c:mtvrealworld:The Real World: D.C.,,row_011,cast
s24_rivals_ii,Jasmine Reynaud,F,Eliminated in Revenge Is a Dish Best Not Served,w:c:mtvrealworld:The Real World: Cancun,,row_012,cast
s24_rivals_ii,Theresa Jones,F,Eliminated in Revenge Is a Dish Best Not Served,,,row_012,cast
s24_rivals_ii,Trey Weatherholtz,M,Disqualified in What the Phuket?!,w:c:mtvrealworld:The Real World: St. Thomas,,row_013,cast
s24_rivals_ii,Zach Nichols,M,Disqualified in What the Phuket?!,w:c:mtvrealworld:The Real World: San Diego (2011),,row_013,cast
s24_rivals_ii,Derek Chavez,M,Eliminated in The Dark Knight Rises,w:c:mtvrealworld:The Real World: Cancun,,row_014,cast
s24_rivals_ii,Robb Schreiber,M,Eliminated in The Dark Knight Rises,w:c:mtvrealworld:The Real World: St. Thomas,,row_014,cast
s24_rivals_ii,Sarah Rice,F,Quit in The Dark Knight Rises,w:c:mtvrealworld:The Real World: Brooklyn,,row_015,cast
s24_rivals_ii,Trishelle Cannatella,F,Quit in The Dark Knight Rises,,,row_015,cast
s24_rivals_ii,Anastasia Miller,F,Eliminated in New Girl,w:c:mtvrealworld:The Real World: Portland,,row_016,cast
s24_rivals_ii,Jessica McCain,F,Eliminated in New Girl,w:c:mtvrealworld:The Real World: Portland,,row_016,cast
s24_rivals_ii,Dunbar Merrill,M,Eliminated in Rumble in the Jungle,w:c:mtvrealworld:The Real World: Sydney,,row_017,cast
s24_rivals_ii,Tyri Ballard-Brown,M,Eliminated in Rumble in the Jungle,w:c:mtvrealworld:The Real World: Denver,,row_017,cast
s24_rivals_ii,Naomi Defensor,F,Quit in Rumble in the Jungle,w:c:mtvrealworld:The Real World: Las Vegas,,,cast
s25_free_agents,Johnny Bananas,M,Winner in A Walk in the Clouds,w:c:mtvrealworld:The Real World: Key West,,,cast
s25_free_agents,Johnny Reilly,M,Runner-Up in A Walk in the Clouds,w:c:mtvrealworld:The Real World: Portland,,,cast
s25_free_agents,Zach Nichols,M,Third Place in A Walk in the Clouds,w:c:mtvrealworld:The Real World: San Diego (2011),,,cast
s25_free_agents,CT Tamburello,M,"Eliminated in The $350,000 Pyramid",w:c:mtvrealworld:The Real World: Paris,,,cast
s25_free_agents,Leroy Garrett,M,"Eliminated in The $350,000 Pyramid",w:c:mtvrealworld:The Real World: Las Vegas (2011),,,cast
s25_free_agents,Cohutta Grindstaff,M,Eliminated in Best Friends for Never,w:c:mtvrealworld:The Real World: Sydney,,,cast
s25_free_agents,Preston Roberson-Charles,M,"Eliminated in Strike a Pose, There's Something to It",w:c:mtvrealworld:The Real World: New Orleans (2010),,,cast
s25_free_agents,Jordan Wiseley,M,Eliminated in Pride Before the Wall,w:c:mtvrealworld:The Real World: Portland,,,cast
s25_free_agents,Brandon Swift,M,Eliminated in Not So Trivial Pursuits,w:c:mtvrealworld:The Real World: St. Thomas,,,cast
s25_free_agents,Isaac Stout,M,Eliminated in Stripes,w:c:mtvrealworld:The Real World: Sydney,,,cast
s25_free_agents,Brandon Nelson,M,Eliminated in Inadequate,,,,cast
s25_free_agents,Frank Fox,M,Medically Disqualified in You Be Illin',w:c:mtvrealworld:The Real World: San Diego (2011),,,cast
s25_free_agents,Dustin Zito,M,Eliminated in Love in the Fast Lane,w:c:mtvrealworld:The Real World: Las Vegas (2011),,,cast
s25_free_agents,Chet Cannon,M,Quit in Live Free or Die,w:c:mtvrealworld:The Real World: Brooklyn,,,cast
s25_free_agents,Laurel Stucky,F,Winner in A Walk in the Clouds,,,,cast
s25_free_agents,Nany González,F,Runner-Up in A Walk in the Clouds,w:c:mtvrealworld:The Real World: Las Vegas (2011),,,cast
s25_free_agents,Devyn Simone,F,Third Place in A Walk in the Clouds,w:c:mtvrealworld:The Real World: Brooklyn,,,cast
s25_free_agents,Theresa Jones,F,"Eliminated in The $350,000 Pyramid",,,,cast
s25_free_agents,Cara Maria Sorbello,F,"Eliminated in The $350,000 Pyramid",,,,cast
s25_free_agents,Jessica McCain,F,Eliminated in Best Friends for Never,w:c:mtvrealworld:The Real World: Portland,,,cast
s25_free_agents,Aneesa Ferreira,F,"Eliminated in Strike a Pose, There's Something to It",w:c:mtvrealworld:The Real World: Chicago,,,cast
s25_free_agents,Jonna Mannion,F,Eliminated in Pride Before the Wall,w:c:mtvrealworld:The Real World: Cancun,,,cast
s25_free_agents,Camila Nakagawa,F,Eliminated in Not So Trivial Pursuits,,,,cast
s25_free_agents,Jasmine Reynaud,F,Eliminated in Stripes,w:c:mtvrealworld:The Real World: Cancun,,,cast
s25_free_agents,LaToya Jackson,F,Eliminated in Inadequate,w:c:mtvrealworld:The Real World: St. Thomas,,,cast
s25_free_agents,Nia Moore,F,Eliminated in You Be Illin',w:c:mtvrealworld:The Real World: Portland,,,cast
s25_free_agents,Emilee Fitzpatrick,F,Eliminated in Love in the Fast Lane,w:c:mtvrealworld:The Real World: Cancun,,,cast
s25_free_agents,Jemmye Carroll,F,Eliminated in Live Free or Die,w:c:mtvrealworld:The Real World: New Orleans (2010),,,cast
s26_battle_of_the_exes_ii,Jordan Wiseley,M,Winners in The Greatest Love of All,w:c:mtvrealworld:The Real World: Portland,,row_002,cast
s26_battle_of_the_exes_ii,Sarah Rice,F,Winners in The Greatest Love of All,w:c:mtvrealworld:The Real World: Brooklyn,,row_002,cast
s26_battle_of_the_exes_ii,Leroy Garrett,M,Runners-Up in The Greatest Love of All,w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_003,cast
s26_battle_of_the_exes_ii,Theresa Jones,F,Runners-Up in The Greatest Love of All,,,row_003,cast
s26_battle_of_the_exes_ii,Jay Mitchell,M,Third Place in The Greatest Love of All,w:c:mtvrealworld:Real World: Ex-Plosion,,row_004,cast
s26_battle_of_the_exes_ii,Jenna Compono,F,Third Place in The Greatest Love of All,w:c:mtvrealworld:Real World: Ex-Plosion,,row_004,cast
s26_battle_of_the_exes_ii,Johnny Bananas,M,"Eliminated in Bye Bye, Love",w:c:mtvrealworld:The Real World: Key West,,row_005,cast
s26_battle_of_the_exes_ii,Nany González,F,"Eliminated in Bye Bye, Love",w:c:mtvrealworld:The Real World: Las Vegas (2011),,row_005,cast
s26_battle_of_the_exes_ii,Nia Moore,F,"Disqualified in Bye Bye, Love",w:c:mtvrealworld:The Real World: Portland,,,cast
s26_battle_of_the_exes_ii,Wes Bergmann,M,Eliminated in Lovers in the Dark,w:c:mtvrealworld:The Real World: Austin,,,cast
s26_battle_of_the_exes_ii,Zach Nichols,M,Eliminated in You've Lost That Loving Feeling,w:c:mtvrealworld:The Real World: San Diego (2011),,row_008,cast
s26_battle_of_the_exes_ii,Jonna Mannion,F,Eliminated in You've Lost That Loving Feeling,w:c:mtvrealworld:The Real World: Cancun,,row_008,cast
s26_battle_of_the_exes_ii,Johnny Reilly,M,Eliminated in That's the Way Love Goes,w:c:mtvrealworld:The Real World: Portland,,row_009,cast
s26_battle_of_the_exes_ii,Averey Tressler,F,Eliminated in That's the Way Love Goes,w:c:mtvrealworld:The Real World: Portland,,row_009,cast
s26_battle_of_the_exes_ii,Adam Kuhn,M,Eliminated in That's the Way Love Goes,,,row_010,cast
s26_battle_of_the_exes_ii,Brittany Baldi,F,Eliminated in That's the Way Love Goes,,,row_010,cast
s26_battle_of_the_exes_ii,Ryan Knight,M,Eliminated in Crazy Stupid Love,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_011,cast
s26_battle_of_the_exes_ii,Jemmye Carroll,F,Eliminated in Crazy Stupid Love,w:c:mtvrealworld:The Real World: New Orleans (2010),,row_011,cast
s26_battle_of_the_exes_ii,John Jacobs,M,Eliminated in Love Sick,,,row_012,cast
s26_battle_of_the_exes_ii,Simone Kelly,F,Eliminated in Love Sick,,,row_012,cast
s26_battle_of_the_exes_ii,CT Tamburello,M,Medically Disqualified in Love Sick,w:c:mtvrealworld:The Real World: Paris,,row_013,cast
