season_id,episode,gender,game,winner,loser
s32_final_reckoning,14/15,,Meet Me Halfway,Nelson Thomas,Cara Maria Sorbello
s32_final_reckoning,14/15,,Meet Me Halfway,Nelson Thomas,Marie Roda
s32_final_reckoning,14/15,,Meet Me Halfway,Shane Landrum,Cara Maria Sorbello
s32_final_reckoning,14/15,,Meet Me Halfway,Shane Landrum,Marie Roda
s32_final_reckoning,16/17,,Don't Trip Me Up,Joss Mooney,Johnny Bananas
s32_final_reckoning,16/17,,Don't Trip Me Up,Joss Mooney,Tony Raines
s32_final_reckoning,16/17,,Don't Trip Me Up,Sylvia Elsrode,Johnny Bananas
s32_final_reckoning,16/17,,Don't Trip Me Up,Sylvia Elsrode,Tony Raines
s32_final_reckoning,17,,Heads Will Roll,Natalie Negrotti,Nelson Thomas
s32_final_reckoning,17,,Heads Will Roll,Natalie Negrotti,Shane Landrum
s32_final_reckoning,17,,Heads Will Roll,Paulie Calafiore,Nelson Thomas
s32_final_reckoning,17,,Heads Will Roll,Paulie Calafiore,Shane Landrum
s32_final_reckoning,18,,Rolling Thunder,Joss Mooney,Kam Williams
s32_final_reckoning,18,,Rolling Thunder,Joss Mooney,Kayleigh Morris
s32_final_reckoning,18,,Rolling Thunder,Sylvia Elsrode,Kam Williams
s32_final_reckoning,18,,Rolling Thunder,Sylvia Elsrode,Kayleigh Morris
s32_final_reckoning,19,,Milk and Cookies,Natalie Negrotti,Johnny Bananas
s32_final_reckoning,19,,Milk and Cookies,Natalie Negrotti,Tony Raines
s32_final_reckoning,19,,Milk and Cookies,Paulie Calafiore,Johnny Bananas
s32_final_reckoning,19,,Milk and Cookies,Paulie Calafiore,Tony Raines
s33_war_of_the_worlds,1,M,Male,Paulie Calafiore,Josh Martinez
s33_war_of_the_worlds,1,F,Female,Da'Vonne Rogers,Liz Nolan
s33_war_of_the_worlds,2,,Drone Ball Drop,Hunter Barfield,Ashley Mitchell
s33_war_of_the_worlds,2,,Drone Ball Drop,Hunter Barfield,Chase McNary
s33_war_of_the_worlds,2,,Drone Ball Drop,Georgia Harrison,Ashley Mitchell
s33_war_of_the_worlds,2,,Drone Ball Drop,Georgia Harrison,Chase McNary
s33_war_of_the_worlds,3,,Map It Out,Zach Nichols,Johnny Bananas
s33_war_of_the_worlds,3,,Map It Out,Zach Nichols,Morgan Willett
s33_war_of_the_worlds,3,,Map It Out,Zahida Allen,Johnny Bananas
s33_war_of_the_worlds,3,,Map It Out,Zahida Allen,Morgan Willett
s33_war_of_the_worlds,4*,,,Julia Nolan,Natalie Negrotti
s33_war_of_the_worlds,4*,,,CT Tamburello,JP Andrade
s33_war_of_the_worlds,5,,Lights Out,Wes Bergmann,Zach Nichols
s33_war_of_the_worlds,5,,Lights Out,Wes Bergmann,Zahida Allen
s33_war_of_the_worlds,5,,Lights Out,Dee Nguyen,Zach Nichols
s33_war_of_the_worlds,5,,Lights Out,Dee Nguyen,Zahida Allen
s33_war_of_the_worlds,6,,Sandbag Burn,Da'Vonne Rogers,Leroy Garrett
s33_war_of_the_worlds,6,,Sandbag Burn,Da'Vonne Rogers,Shaleen Sutherland
s33_war_of_the_worlds,6,,Sandbag Burn,Stephen Bear,Leroy Garrett
s33_war_of_the_worlds,6,,Sandbag Burn,Stephen Bear,Shaleen Sutherland
s33_war_of_the_worlds,7,,Uphill Battle,Kam Williams,Amanda Garcia
s33_war_of_the_worlds,7,,Uphill Battle,Kam Williams,Josh Martinez
s33_war_of_the_worlds,7,,Uphill Battle,Ashley Cain,Amanda Garcia
s33_war_of_the_worlds,7,,Uphill Battle,Ashley Cain,Josh Martinez
s33_war_of_the_worlds,8,,Push & Pole,Da'Vonne Rogers,Jenna Compono
s33_war_of_the_worlds,8,,Push & Pole,Da'Vonne Rogers,Gus Smyrnios
s33_war_of_the_worlds,8,,Push & Pole,Stephen Bear,Jenna Compono
s33_war_of_the_worlds,8,,Push & Pole,Stephen Bear,Gus Smyrnios
s33_war_of_the_worlds,9,,Wheel of Death,Paulie Calafiore,Kam Williams
s33_war_of_the_worlds,9,,Wheel of Death,Paulie Calafiore,Ashley Cain
s33_war_of_the_worlds,9,,Wheel of Death,Natalie Duran,Kam Williams
s33_war_of_the_worlds,9,,Wheel of Death,Natalie Duran,Ashley Cain
s33_war_of_the_worlds,10,M,King of the World,Kyle Christie,Stephen Bear
s33_war_of_the_worlds,11/12,F,Chair'd Remains,Georgia Harrison,Nany González
s33_war_of_the_worlds,12/13,M,Hall Brawl,Theo Campbell,Kyle Christie
s33_war_of_the_worlds,13/14,F,Tug O' War,Da'Vonne Rogers,Dee Nguyen
s34_war_of_the_worlds_2,1,M,Pole Wrestle,Idris Virgo,Sean Lineker
s34_war_of_the_worlds_2,2,F,Firestarter,Georgia Harrison,Big T Fazakerley
s34_war_of_the_worlds_2,3,M,Firing Squad,Stephen Bear,Wes Bergmann
s34_war_of_the_worlds_2,4,F,Branched Out,Natalie Duran,Laurel Stucky
s34_war_of_the_worlds_2,5,M,Die for Me,Theo Campbell,Johnny Bananas
s34_war_of_the_worlds_2,6,F,Trapped,Jenny West,Nicole Bass
s34_war_of_the_worlds_2,7,M,Whalloped,Joss Mooney,Stephen Bear
s34_war_of_the_worlds_2,8,F,Running Riot,Georgia Harrison,Esther Falana
s34_war_of_the_worlds_2,8,M,,Theo Campbell,Kyle Christie
s34_war_of_the_worlds_2,9,M,Break Free,Theo Campbell,Idris Virgo
s34_war_of_the_worlds_2,10,F,Blockbuster,Tori Deal,Georgia Harrison
s34_war_of_the_worlds_2,11,M,Under the Hammer,Jordan Wiseley,Theo Campbell
s34_war_of_the_worlds_2,12,F,Hall Brawl,Tori Deal,Jenny West
s34_war_of_the_worlds_2,13,M,End of the Rope,Jordan Wiseley,Josh Martinez
s34_war_of_the_worlds_2,14,F,Run for Your Life,Ashley Mitchell,Nany González
s35_total_madness,1,M,Air Strike,Jay Starrett,Asaf Goren
s35_total_madness,2,F,Flip the Switch,Jenny West,Jenn Lee
s35_total_madness,3,M,Take Shelter,Jay Starrett,CT Tamburello
s35_total_madness,4,F,Code Breaker,Dee Nguyen,Ashley Mitchell
s35_total_madness,5/6,M,Fire Ball,Rogan O'Connor,Jay Starrett
s35_total_madness,6/7,F,Dust to Dust,Jenna Compono,Tori Deal
s35_total_madness,8,M,Pole Wrestle,Faysal Shafaat,Jordan Wiseley
s35_total_madness,8,,,Nelson Thomas,Stephen Bear
s35_total_madness,9,F,Bombs Away,Kaycee Clark,Kailah Casillas-Bird
s35_total_madness,9,,,Aneesa Ferreira,Jenna Compono
s35_total_madness,10,M,Charge the Wall,Johnny Bananas,Wes Bergmann
s35_total_madness,11,F,Tunnel Vision,Dee Nguyen,Mattie Lynn Breaux
s35_total_madness,12,M,Launch Button,Cory Wharton,Swaggy C Williams
s35_total_madness,13,F,Off with Your Heads,Melissa Reeves,Nany González
s35_total_madness,14,F,Knots of War,Bayleigh Dayton,Aneesa Ferreira
s35_total_madness,14,M,,Kyle Christie,Josh Martinez
s35_total_madness,15,F,Hall Brawl,Jenny West,Dee Nguyen
s35_total_madness,15,M,,Rogan O'Connor,Nelson Thomas
s36_double_agents,1,F,Fire Escape,Natalie Anderson,Ashley Mitchell
s36_double_agents,2,M,Ring of Spies,Kyle Christie,Joseph Allen
s36_double_agents,3,M,Snapping Point,Devin Walker,Wes Bergmann
s36_double_agents,4,M,Hall Brawl,Faysal Shafaat,Nelson Thomas
s36_double_agents,5,F,Asset Destruction,Aneesa Ferreira,Tori Deal
s36_double_agents,6,F,Dead Ringer,Kam Williams,Ashley Mitchell
s36_double_agents,7,M,Fire Escape,Leroy Garrett,Jay Starrett
s36_double_agents,8,M,Asset Destruction,Josh Martinez,Mechie Harris
s36_double_agents,9,F,Snapping Point,Kaycee Clark,Theresa Jones
s36_double_agents,10,F,Hall Brawl,Amber Borzotra,Amber Martinez
s36_double_agents,11/12,M,Dead Ringer,Darrell Taylor,Devin Walker
s36_double_agents,11/12,,,CT Tamburello,Josh Martinez
s36_double_agents,12/13,F,Ring of Spies,Nany González,Gabby Allen
s36_double_agents,14,M,Snapping Point,Cory Wharton,Darrell Taylor
s36_double_agents,15,F,Fire Escape,Big T Fazakerley,Aneesa Ferreira
s36_double_agents,16,F,Hall Brawl,Amber Borzotra,Big T Fazakerley
s36_double_agents,17,M,Hall Brawl,Faysal Shafaat,Kyle Christie
s37_spies_lies_allies,1,,Back Me Up,Corey Lay,Michaela Bradshaw
s37_spies_lies_allies,1,,Back Me Up,Corey Lay,Renan Hellemans
s37_spies_lies_allies,1,,Back Me Up,Michele Fitzgerald,Michaela Bradshaw
s37_spies_lies_allies,1,,Back Me Up,Michele Fitzgerald,Renan Hellemans
s37_spies_lies_allies,2,,Flipping Agents,Ed Eason,Kelz Dyke
s37_spies_lies_allies,2,,Flipping Agents,Ed Eason,Tracy Candela
s37_spies_lies_allies,2,,Flipping Agents,Emy Alupei,Kelz Dyke
s37_spies_lies_allies,2,,Flipping Agents,Emy Alupei,Tracy Candela
s37_spies_lies_allies,3,,Slipping Up,Berna Canbeldek,Tacha Akide
s37_spies_lies_allies,4,,Down to the Wire,Amber Borzotra,Corey Lay
s37_spies_lies_allies,4,,Down to the Wire,Amber Borzotra,Michele Fitzgerald
s37_spies_lies_allies,4,,Down to the Wire,Hughie Maughan,Corey Lay
s37_spies_lies_allies,4,,Down to the Wire,Hughie Maughan,Michele Fitzgerald
s37_spies_lies_allies,5,,Higher Assets,Logan Sampedro,Gabo Szabó
s37_spies_lies_allies,6/7,,Rage Cage,Emy Alupei,Esther Agunbiade
s37_spies_lies_allies,8,,Race to Escape,Jeremiah White,Berna Canbeldek
s37_spies_lies_allies,8,,Race to Escape,Jeremiah White,Hughie Maughan
s37_spies_lies_allies,8,,Race to Escape,Priscilla Anyabu,Berna Canbeldek
s37_spies_lies_allies,8,,Race to Escape,Priscilla Anyabu,Hughie Maughan
s37_spies_lies_allies,9,,Hang in the Balance,Bettina Buchanan,Amber Borzotra
s37_spies_lies_allies,9,,Hang in the Balance,Bettina Buchanan,Jeremiah White
s37_spies_lies_allies,9,,Hang in the Balance,Cory Wharton,Amber Borzotra
s37_spies_lies_allies,9,,Hang in the Balance,Cory Wharton,Jeremiah White
s37_spies_lies_allies,10,F,Seek and Destroy,Ashley Mitchell,Priscilla Anyabu
s37_spies_lies_allies,11,M,Pole Wrestle,Kyle Christie,Ed Eason
s37_spies_lies_allies,12,F,Bombs Away,Emy Alupei,Bettina Buchanan
s37_spies_lies_allies,13,M,Rope Burn,Logan Sampedro,Cory Wharton
s37_spies_lies_allies,14,F,Vault Escape,Amanda Garcia,Big T Fazakerley
s37_spies_lies_allies,15,M,Burning Bridges,Kyle Christie,Josh Martinez
s37_spies_lies_allies,16,F,License to Chill,Emy Alupei,Big T Fazakerley
s37_spies_lies_allies,17,M,Rocket Run,Emanuel Neagu,Logan Sampedro
s37_spies_lies_allies,18,F,Drone Drop,Tori Deal,Amanda Garcia
s37_spies_lies_allies,18,M,Triple Threat,Devin Walker,Emanuel Neagu
s38_ride_or_dies,1,,You Move I Move,Devin Walker,Kailah Casillas-Bird
s38_ride_or_dies,1,,You Move I Move,Devin Walker,Sam Bird
s38_ride_or_dies,1,,You Move I Move,Tori Deal,Kailah Casillas-Bird
s38_ride_or_dies,1,,You Move I Move,Tori Deal,Sam Bird
s38_ride_or_dies,2,,Memory Lane,Horacio Gutiérrez Jr.,Tamara Alfaro
s38_ride_or_dies,2,,Memory Lane,Horacio Gutiérrez Jr.,Turbo Çamkıran
s38_ride_or_dies,2,,Memory Lane,Olivia Kaiser,Tamara Alfaro
s38_ride_or_dies,2,,Memory Lane,Olivia Kaiser,Turbo Çamkıran
s38_ride_or_dies,3,,Double Decker,Horacio Gutiérrez Jr.,Johnny Middlebrooks
s38_ride_or_dies,3,,Double Decker,Horacio Gutiérrez Jr.,Ravyn Rochelle
s38_ride_or_dies,3,,Double Decker,Olivia Kaiser,Johnny Middlebrooks
s38_ride_or_dies,3,,Double Decker,Olivia Kaiser,Ravyn Rochelle
s38_ride_or_dies,4,,Flipping Wasted,Colleen Schneider,Analyse Talavera
s38_ride_or_dies,4,,Flipping Wasted,Colleen Schneider,Tommy Bracco
s38_ride_or_dies,4,,Flipping Wasted,Kim Tränka,Analyse Talavera
s38_ride_or_dies,4,,Flipping Wasted,Kim Tränka,Tommy Bracco
s38_ride_or_dies,5,,Give Me Some Slack,Jakk Maddox,Colleen Schneider
s38_ride_or_dies,5,,Give Me Some Slack,Jakk Maddox,Kim Tränka
s38_ride_or_dies,5,,Give Me Some Slack,Laurel Stucky,Colleen Schneider
s38_ride_or_dies,5,,Give Me Some Slack,Laurel Stucky,Kim Tränka
s38_ride_or_dies,6,,In Your Face,Aneesa Ferreira,Jakk Maddox
s38_ride_or_dies,6,,In Your Face,Aneesa Ferreira,Laurel Stucky
s38_ride_or_dies,6,,In Your Face,Jordan Wiseley,Jakk Maddox
s38_ride_or_dies,6,,In Your Face,Jordan Wiseley,Laurel Stucky
s38_ride_or_dies,7,,Deep Web,Amber Borzotra,Darrell Taylor
s38_ride_or_dies,7,,Deep Web,Amber Borzotra,Veronica Portillo
s38_ride_or_dies,7,,Deep Web,Chauncey Palmer,Darrell Taylor
s38_ride_or_dies,7,,Deep Web,Chauncey Palmer,Veronica Portillo
s38_ride_or_dies,8,,Spun Out,Horacio Gutiérrez Jr.,Jay Starrett
s38_ride_or_dies,8,,Spun Out,Horacio Gutiérrez Jr.,Michele Fitzgerald
s38_ride_or_dies,8,,Spun Out,Olivia Kaiser,Jay Starrett
s38_ride_or_dies,8,,Spun Out,Olivia Kaiser,Michele Fitzgerald
s38_ride_or_dies,10,,Breaking Barriers,Horacio Gutiérrez Jr.,Kenny Clark
s38_ride_or_dies,11,,Pato Brawl,Amber Borzotra,Nurys Mateo
s38_ride_or_dies,12,,Spearheaded,Faysal Shafaat,Nelson Thomas
s38_ride_or_dies,13,,I Can See,Nany González,Moriah Jade
s38_ride_or_dies,14,,Balls In,Horacio Gutiérrez Jr.,Jordan Wiseley
s38_ride_or_dies,14/15,,Don't Let Me Down,Faysal Shafaat,Aneesa Ferreira
s38_ride_or_dies,14/15,,Don't Let Me Down,Faysal Shafaat,Jordan Wiseley
s38_ride_or_dies,14/15,,Don't Let Me Down,Moriah Jade,Aneesa Ferreira
s38_ride_or_dies,14/15,,Don't Let Me Down,Moriah Jade,Jordan Wiseley
s38_ride_or_dies,14/15,,Knot So Fast,Aneesa Ferreira,Kaycee Clark
s38_ride_or_dies,14/15,,Knot So Fast,Aneesa Ferreira,Kenny Clark
s38_ride_or_dies,14/15,,Knot So Fast,Jordan Wiseley,Kaycee Clark
s38_ride_or_dies,14/15,,Knot So Fast,Jordan Wiseley,Kenny Clark
s38_ride_or_dies,15,,Rumble Tumble,Aneesa Ferreira,Amber Borzotra
s38_ride_or_dies,15,,Rumble Tumble,Aneesa Ferreira,Chauncey Palmer
s38_ride_or_dies,15,,Rumble Tumble,Jordan Wiseley,Amber Borzotra
s38_ride_or_dies,15,,Rumble Tumble,Jordan Wiseley,Chauncey Palmer
s38_ride_or_dies,16,,Bridge It,Johnny Bananas,Faysal Shafaat
s38_ride_or_dies,16,,Bridge It,Johnny Bananas,Moriah Jade
s38_ride_or_dies,16,,Bridge It,Nany González,Faysal Shafaat
s38_ride_or_dies,16,,Bridge It,Nany González,Moriah Jade
s39_battle_for_a_new_champion,1,,Fall Out,Big T Fazakerley,Jessica Brody
s39_battle_for_a_new_champion,2,F,Might Light,James Lock,Chauncey Palmer
s39_battle_for_a_new_champion,3,,Dirty Deeds,Ravyn Rochelle,Jujuy Jiménez
s39_battle_for_a_new_champion,4,M,How I Roll,Kyland Young,Hughie Maughan
s39_battle_for_a_new_champion,5,M,King of the Hills,Jordan Wiseley,Ciarran Stott
s39_battle_for_a_new_champion,6,F,Loaded Barrel,Big T Fazakerley,Kaz Crossley
s39_battle_for_a_new_champion,7,M,Totally Mental,Devin Walker,Callum Izzard
s39_battle_for_a_new_champion,8,F,Pole in the Storm,Kaycee Clark,Big T Fazakerley
s39_battle_for_a_new_champion,9,F,Going Under,Tori Deal,Melissa Reeves
s39_battle_for_a_new_champion,10,M,Fire Walker,Kyland Young,Darrell Taylor
s39_battle_for_a_new_champion,11,F,Chain Reaction,Ravyn Rochelle,Laurel Stucky
s39_battle_for_a_new_champion,12,F,Block Head,Michele Fitzgerald,Cara Maria Sorbello
s39_battle_for_a_new_champion,13,M,What's Going Down,Kyland Young,Brad Fiorenza
s39_battle_for_a_new_champion,14,M,Mind Grind,CT Tamburello,Asaf Goren
s39_battle_for_a_new_champion,15,,Dark Tide,Ed Eason,Ravyn Rochelle
s39_battle_for_a_new_champion,15,,,Kyland Young,Zara Zoffany
s39_battle_for_a_new_champion,16,,End of the Line,Jay Starrett,Ed Eason
s39_battle_for_a_new_champion,16,,,Horacio Gutiérrez Jr.,Kyland Young
s39_battle_for_a_new_champion,17,,Drum Roll,Berna Canbeldek,Michele Fitzgerald
s39_battle_for_a_new_champion,17,,,James Lock,Olivia Kaiser
s40_battle_of_the_eras,1/2,,Balls In,Nia Moore,Amanda Garcia
s40_battle_of_the_eras,1/2,,,Tony Raines,Leroy Garrett
s40_battle_of_the_eras,1/2,,Pole Wrestle,Derrick Kosinski,Mark Long
s40_battle_of_the_eras,1/2,,,Aneesa Ferreira,Katie Cooley
s40_battle_of_the_eras,1/2,,Hall Brawl,Theo Campbell,Paulie Calafiore
s40_battle_of_the_eras,1/2,,,Olivia Kaiser,Nurys Mateo
s40_battle_of_the_eras,1/2,,Take Shelter,Cara Maria Sorbello,KellyAnne Judd
s40_battle_of_the_eras,1/2,,,Ryan Kehoe,Brandon Nelson
s40_battle_of_the_eras,3,,One Step at a Time,Darrell Taylor,Tony Raines
s40_battle_of_the_eras,3,,,Averey Tressler,Jodi Weatherton
s40_battle_of_the_eras,4,,Pick It Up,Jenny West,Aneesa Ferreira
s40_battle_of_the_eras,4,,,Derrick Kosinski,Horacio Gutiérrez Jr.
s40_battle_of_the_eras,5,,Getting Hammered,Tina Barta,Emily Schromm
s40_battle_of_the_eras,5,,,Nehemiah Clark,CT Tamburello
s40_battle_of_the_eras,6,,To the Point,Cory Wharton,Brad Fiorenza
s40_battle_of_the_eras,6,,,Rachel Robinson,Jonna Mannion
s40_battle_of_the_eras,7,,Boxster-phobia,Michele Fitzgerald,Tina Barta
s40_battle_of_the_eras,7,,,Kyland Young,Darrell Taylor
s40_battle_of_the_eras,8,,Fate of the Gladiators,Rachel Robinson,Averey Tressler
s40_battle_of_the_eras,8,,,Cory Wharton,Derrick Kosinski
s40_battle_of_the_eras,9,,Cable Connection Showdown,Kyland Young,Devin Walker
s40_battle_of_the_eras,9,,,Tori Deal,Kaycee Clark
s40_battle_of_the_eras,10,M,Killer Quads,Johnny Bananas,Ryan Kehoe
s40_battle_of_the_eras,10,,,Rachel Robinson,Michele Fitzgerald
s40_battle_of_the_eras,11,F,Forty-fication,Michele Fitzgerald,Nia Moore
s40_battle_of_the_eras,11,,,Kyland Young,Theo Campbell
s40_battle_of_the_eras,12,M,Cramping Out,Johnny Bananas,Theo Campbell
s40_battle_of_the_eras,12,,,Tori Deal,Michele Fitzgerald
s40_battle_of_the_eras,13,F,Stranded,Michele Fitzgerald,Olivia Kaiser
s40_battle_of_the_eras,13,,,Jordan Wiseley,Cory Wharton
s40_battle_of_the_eras,14,M,Coming from Behind,Cory Wharton,Josh Martinez
s40_battle_of_the_eras,14,,,Rachel Robinson,Aviv Melmed
s40_battle_of_the_eras,15,F,Iron Triangle,Jenny West,Aviv Melmed
s40_battle_of_the_eras,15,,,Kyland Young,Johnny Bananas
s40_battle_of_the_eras,16,M,Closing Time,Derek Chavez,Cory Wharton
s40_battle_of_the_eras,16,,,Tori Deal,Cara Maria Sorbello
s40_battle_of_the_eras,17,F,The Final Elimination,Tori Deal,Cara Maria Sorbello
s40_battle_of_the_eras,17,,,Jordan Wiseley,Derek Chavez
s41_vets_and_new_threats,1,M,Inertia,Justin Hinsley,Rogan O'Connor
s41_vets_and_new_threats,2,F,Laser Focus,Tay Wilcoxson,Blue Kim
s41_vets_and_new_threats,4,M,Hold 'Em Back,Gabe Wai,Johnny Bananas
s41_vets_and_new_threats,5,M,Him Collider,Derek Chavez,Ben Davis
s41_vets_and_new_threats,6,F,Out of Time,Olivia Kaiser,Leka Sodade
s41_vets_and_new_threats,7,F,Pick It Up Again,Tay Wilcoxson,Izzy Fairthorne
s41_vets_and_new_threats,8,M,Pole Wrestle,CT Tamburello,Derek Chavez
s41_vets_and_new_threats,10,,Busting Balls,Theo Campbell,CT Tamburello
s41_vets_and_new_threats,10,,Busting Balls,Theo Campbell,Tay Wilcoxson
s41_vets_and_new_threats,10,,Busting Balls,Adrienne Naylor,CT Tamburello
s41_vets_and_new_threats,10,,Busting Balls,Adrienne Naylor,Tay Wilcoxson
s41_vets_and_new_threats,11,,Pull It Together,Aviv Melmed,Jonna Mannion
s41_vets_and_new_threats,11,,Pull It Together,Aviv Melmed,Gabe Wai
s41_vets_and_new_threats,11,,Pull It Together,Yeremi Hykel,Jonna Mannion
s41_vets_and_new_threats,11,,Pull It Together,Yeremi Hykel,Gabe Wai
s41_vets_and_new_threats,12,,Bad Dreams,Theo Campbell,Derrick Kosinski
s41_vets_and_new_threats,12,,Bad Dreams,Theo Campbell,Dee Valladares
s41_vets_and_new_threats,12,,Bad Dreams,Adrienne Naylor,Derrick Kosinski
s41_vets_and_new_threats,12,,Bad Dreams,Adrienne Naylor,Dee Valladares
s41_vets_and_new_threats,13,,Think Alike,Theo Campbell,Leroy Garrett
s41_vets_and_new_threats,13,,Think Alike,Theo Campbell,America Lopez
s41_vets_and_new_threats,13,,Think Alike,Adrienne Naylor,Leroy Garrett
s41_vets_and_new_threats,13,,Think Alike,Adrienne Naylor,America Lopez
s41_vets_and_new_threats,14,,Weight Me Up,Turbo Çamkıran,Ashley Mitchell
s41_vets_and_new_threats,14,,Weight Me Up,Turbo Çamkıran,Leonardo Dionicio
s41_vets_and_new_threats,14,,Weight Me Up,Sydney Segal,Ashley Mitchell
s41_vets_and_new_threats,14,,Weight Me Up,Sydney Segal,Leonardo Dionicio
s41_vets_and_new_threats,15,,Loose Ends,Theo Campbell,Aneesa Ferreira
s41_vets_and_new_threats,15,,Loose Ends,Theo Campbell,Jake Cornish
s41_vets_and_new_threats,15,,Loose Ends,Adrienne Naylor,Aneesa Ferreira
s41_vets_and_new_threats,15,,Loose Ends,Adrienne Naylor,Jake Cornish
s41_vets_and_new_threats,16,,Tight Quarters,Michaela Bradshaw,Aviv Melmed
s41_vets_and_new_threats,16,,Tight Quarters,Michaela Bradshaw,Will Gagnon
s41_vets_and_new_threats,16,,Tight Quarters,Cedric Hodges,Aviv Melmed
s41_vets_and_new_threats,16,,Tight Quarters,Cedric Hodges,Will Gagnon
s41_vets_and_new_threats,17,,Balls In 2.0,Michaela Bradshaw,Nany González
s41_vets_and_new_threats,17,,Balls In 2.0,Michaela Bradshaw,Justin Hinsley
s41_vets_and_new_threats,17,,Balls In 2.0,Cedric Hodges,Nany González
s41_vets_and_new_threats,17,,Balls In 2.0,Cedric Hodges,Justin Hinsley
